review_id,product_id,customer_id,country_code,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,total_votes,size_purchased,color_purchased,fit_rating,quality_rating,style_rating,review_status,moderated_by,created_at,updated_at
REV_2024_000018,PROD_000044,CUST_DE_0000047,NL,5,Highly recommended,Good value for money. The style is trendy and comfortable to wear.,2024-04-11,True,45,48,40,,,3,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000019,PROD_000109,CUST_DE_0000411,FR,2,Runs small,Excellent quality and exactly as described. Will definitely order again.,2024-09-06,True,45,47,,White,,4,2,approved,staff_10,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000020,PROD_000110,CUST_BE_0001818,NL,5,Excellent value,Good value for money. The style is trendy and comfortable to wear.,2024-04-05,True,1,34,36,Blue,runs_large,5,1,approved,staff_6,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000021,PROD_000071,CUST_FR_0000711,FR,5,Perfect fit,This item exceeded my expectations. Great quality and fast shipping!,2024-05-09,True,19,28,,Brown,runs_small,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000022,PROD_000114,CUST_DE_0000568,LU,5,Excellent value,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-02-16,False,27,1,XL,Navy,true_to_size,,4,pending,staff_4,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000023,PROD_000039,CUST_DE_0000297,BE,4,Amazing material,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-08-15,True,39,42,,,true_to_size,,3,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000024,PROD_000191,CUST_FR_0000924,FR,2,Great quality,The material feels cheap and the sizing is off. Disappointed.,2024-06-25,True,14,24,,Green,,5,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000025,PROD_000192,CUST_NL_0001585,DE,3,Disappointed with quality,Excellent quality and exactly as described. Will definitely order again.,2024-05-21,True,45,0,XL,Grey,,3,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000026,PROD_000253,CUST_DE_0000462,FR,4,Stylish and practical,Beautiful design but arrived with some loose threads. Still keeping it.,2024-06-12,False,38,45,,Brown,,1,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000027,PROD_000232,CUST_BE_0001626,NL,2,Beautiful design,This item exceeded my expectations. Great quality and fast shipping!,2024-09-24,True,28,55,34,Pink,true_to_size,4,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000028,PROD_000135,CUST_DE_0000670,FR,4,Beautiful design,The material feels cheap and the sizing is off. Disappointed.,2024-01-22,True,4,32,,Black,runs_small,,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000029,PROD_000110,CUST_DE_0000066,BE,4,Comfortable wear,Perfect fit and beautiful color. Highly recommend this product.,2024-05-17,True,23,25,,,runs_small,3,4,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000030,PROD_000228,CUST_FR_0001141,BE,2,Perfect fit,Runs larger than expected but overall satisfied with the purchase.,2024-08-04,True,7,31,,,true_to_size,,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000031,PROD_000263,CUST_DE_0000545,LU,1,Will buy again,Perfect fit and beautiful color. Highly recommend this product.,2024-05-24,True,0,54,,Grey,true_to_size,5,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000032,PROD_000067,CUST_NL_0001417,FR,3,Runs small,This item exceeded my expectations. Great quality and fast shipping!,2024-04-01,True,35,18,42,Black,,,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000033,PROD_000130,CUST_LU_0001969,LU,3,Will buy again,This item exceeded my expectations. Great quality and fast shipping!,2024-01-07,True,46,27,32,Red,runs_small,3,2,rejected,staff_5,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000034,PROD_000139,CUST_LU_0001974,FR,4,Great quality,Beautiful design but arrived with some loose threads. Still keeping it.,2024-03-27,True,4,34,L,Red,,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000035,PROD_000079,CUST_LU_0001963,BE,5,Great quality,Runs larger than expected but overall satisfied with the purchase.,2024-09-11,True,16,1,34,Navy,,,2,rejected,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000036,PROD_000031,CUST_DE_0000571,NL,1,Will buy again,Good value for money. The style is trendy and comfortable to wear.,2024-03-21,True,31,36,,,runs_small,4,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000037,PROD_000179,CUST_DE_0000405,FR,4,Excellent value,Excellent quality and exactly as described. Will definitely order again.,2024-06-19,True,15,42,,Black,true_to_size,1,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000038,PROD_000103,CUST_DE_0000557,FR,4,Stylish and practical,This item exceeded my expectations. Great quality and fast shipping!,2024-06-17,True,12,32,XL,Grey,runs_large,1,2,approved,staff_10,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000039,PROD_000269,CUST_FR_0000711,LU,3,Good for the price,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-09-13,True,2,27,XS,,,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000040,PROD_000247,CUST_FR_0000819,NL,5,Highly recommended,Excellent quality and exactly as described. Will definitely order again.,2024-01-11,False,45,12,M,Brown,,3,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000041,PROD_000218,CUST_DE_0000373,FR,4,Will buy again,Beautiful design but arrived with some loose threads. Still keeping it.,2024-06-09,True,7,14,,White,runs_small,5,1,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000042,PROD_000053,CUST_NL_0001591,DE,1,Stylish and practical,Beautiful design but arrived with some loose threads. Still keeping it.,2024-02-28,True,4,17,,Red,runs_large,3,5,rejected,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000043,PROD_000246,CUST_BE_0001821,BE,4,Poor stitching,Excellent quality and exactly as described. Will definitely order again.,2024-05-27,False,20,6,32,Pink,runs_large,,,approved,staff_2,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000044,PROD_000196,CUST_FR_0000789,DE,4,Beautiful design,Beautiful design but arrived with some loose threads. Still keeping it.,2024-04-24,True,14,51,S,Navy,,,,approved,staff_6,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000045,PROD_000063,CUST_NL_0001325,FR,3,Love this product!,Excellent quality and exactly as described. Will definitely order again.,2024-06-17,True,43,8,36,Green,runs_small,2,4,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000046,PROD_000174,CUST_FR_0000956,LU,5,Runs small,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-03-09,True,11,24,,Green,,,1,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000047,PROD_000151,CUST_BE_0001672,BE,4,Stylish and practical,Excellent quality and exactly as described. Will definitely order again.,2024-07-10,True,37,42,S,,,3,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000048,PROD_000047,CUST_FR_0000864,FR,5,Perfect fit,Excellent quality and exactly as described. Will definitely order again.,2024-03-19,True,15,0,38,Green,runs_small,4,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000049,PROD_000126,CUST_FR_0000820,BE,2,Will buy again,The material feels cheap and the sizing is off. Disappointed.,2024-03-31,True,6,22,S,,runs_small,,2,approved,staff_8,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000050,PROD_000084,CUST_DE_0000229,NL,3,Disappointed with quality,This item exceeded my expectations. Great quality and fast shipping!,2024-03-05,True,36,49,M,Grey,,,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000051,PROD_000188,CUST_DE_0000488,DE,5,Beautiful design,Runs larger than expected but overall satisfied with the purchase.,2024-08-20,True,25,38,36,Pink,,2,,pending,staff_7,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000052,PROD_000094,CUST_DE_0000605,NL,5,Poor stitching,Excellent quality and exactly as described. Will definitely order again.,2024-08-21,False,48,27,36,Green,true_to_size,,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000053,PROD_000228,CUST_BE_0001756,NL,4,Love this product!,This item exceeded my expectations. Great quality and fast shipping!,2024-02-11,True,22,42,34,,runs_large,2,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000054,PROD_000118,CUST_DE_0000357,LU,5,Great quality,Runs larger than expected but overall satisfied with the purchase.,2024-04-30,True,1,22,42,Green,runs_large,4,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000055,PROD_000236,CUST_NL_0001203,NL,1,Excellent value,Runs larger than expected but overall satisfied with the purchase.,2024-07-16,True,5,35,42,Pink,runs_small,1,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000056,PROD_000168,CUST_BE_0001726,BE,5,Beautiful design,Perfect fit and beautiful color. Highly recommend this product.,2024-09-30,True,16,22,36,White,runs_large,1,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000057,PROD_000246,CUST_BE_0001745,DE,4,Amazing material,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-04-10,True,41,60,34,Black,runs_small,,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000058,PROD_000067,CUST_LU_0001905,BE,2,Beautiful design,Excellent quality and exactly as described. Will definitely order again.,2024-04-02,True,48,16,XS,Brown,,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000059,PROD_000115,CUST_BE_0001766,DE,3,Amazing material,Good value for money. The style is trendy and comfortable to wear.,2024-09-01,True,34,10,XS,Navy,runs_large,5,,rejected,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000060,PROD_000008,CUST_BE_0001802,NL,4,Beautiful design,Beautiful design but arrived with some loose threads. Still keeping it.,2024-01-26,True,23,10,M,,runs_small,1,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000061,PROD_000186,CUST_DE_0000206,BE,5,Great quality,Excellent quality and exactly as described. Will definitely order again.,2024-08-27,False,33,6,,Red,runs_large,3,,approved,staff_1,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000062,PROD_000063,CUST_NL_0001274,FR,5,Disappointed with quality,Runs larger than expected but overall satisfied with the purchase.,2024-10-09,True,11,31,S,Blue,runs_small,1,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000063,PROD_000019,CUST_NL_0001571,FR,2,Comfortable wear,Runs larger than expected but overall satisfied with the purchase.,2024-05-15,True,29,52,L,Green,true_to_size,,4,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000064,PROD_000031,CUST_LU_0001942,DE,5,Highly recommended,Beautiful design but arrived with some loose threads. Still keeping it.,2024-05-06,True,13,44,,Red,runs_small,4,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000065,PROD_000189,CUST_BE_0001632,LU,3,Amazing material,The material feels cheap and the sizing is off. Disappointed.,2024-03-23,True,42,0,36,,,5,4,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000066,PROD_000065,CUST_BE_0001767,LU,4,Love this product!,Excellent quality and exactly as described. Will definitely order again.,2024-01-07,True,23,18,M,,runs_small,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000067,PROD_000199,CUST_NL_0001310,LU,4,Disappointed with quality,Runs larger than expected but overall satisfied with the purchase.,2024-10-11,True,1,26,,White,,4,,approved,staff_2,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000068,PROD_000262,CUST_NL_0001273,BE,5,Disappointed with quality,Excellent quality and exactly as described. Will definitely order again.,2024-04-09,True,30,43,32,Red,true_to_size,2,4,approved,staff_7,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000069,PROD_000144,CUST_FR_0000773,NL,5,Stylish and practical,This item exceeded my expectations. Great quality and fast shipping!,2024-09-23,True,3,10,42,,runs_small,3,2,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000070,PROD_000238,CUST_FR_0001009,LU,4,Perfect fit,Perfect fit and beautiful color. Highly recommend this product.,2024-10-05,True,29,17,XS,Navy,runs_large,,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000071,PROD_000125,CUST_FR_0001171,FR,3,Poor stitching,The material feels cheap and the sizing is off. Disappointed.,2024-02-18,True,14,27,,Green,,3,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000072,PROD_000038,CUST_FR_0001081,NL,4,Poor stitching,This item exceeded my expectations. Great quality and fast shipping!,2024-09-03,True,7,2,32,White,,3,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000073,PROD_000214,CUST_FR_0000740,NL,4,Runs small,This item exceeded my expectations. Great quality and fast shipping!,2024-01-08,True,47,32,XS,,,,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000074,PROD_000115,CUST_NL_0001474,LU,3,Highly recommended,Beautiful design but arrived with some loose threads. Still keeping it.,2024-02-24,True,29,59,,Brown,runs_small,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000075,PROD_000066,CUST_BE_0001614,DE,4,Amazing material,The material feels cheap and the sizing is off. Disappointed.,2024-01-07,True,13,56,M,White,true_to_size,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000076,PROD_000089,CUST_DE_0000621,LU,4,Great quality,Good value for money. The style is trendy and comfortable to wear.,2024-04-24,True,38,31,,Red,,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000077,PROD_000020,CUST_BE_0001723,BE,1,Beautiful design,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-05-29,True,32,14,,Brown,true_to_size,,,approved,staff_9,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000078,PROD_000157,CUST_FR_0001099,DE,5,Love this product!,This item exceeded my expectations. Great quality and fast shipping!,2024-06-10,True,33,6,42,Navy,,5,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000079,PROD_000228,CUST_LU_0001929,BE,5,Poor stitching,Runs larger than expected but overall satisfied with the purchase.,2024-09-29,True,1,12,L,Brown,runs_large,,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000080,PROD_000102,CUST_NL_0001213,FR,4,Stylish and practical,Good value for money. The style is trendy and comfortable to wear.,2024-03-20,True,43,15,42,,runs_small,5,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000081,PROD_000268,CUST_DE_0000023,FR,4,Great quality,Runs larger than expected but overall satisfied with the purchase.,2024-08-28,True,35,9,S,Pink,,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000082,PROD_000079,CUST_DE_0000009,NL,4,Good for the price,Perfect fit and beautiful color. Highly recommend this product.,2024-03-03,True,2,29,,Green,true_to_size,,1,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000083,PROD_000080,CUST_NL_0001357,FR,4,Stylish and practical,Perfect fit and beautiful color. Highly recommend this product.,2024-05-18,True,44,49,M,,runs_large,,4,approved,staff_5,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000084,PROD_000117,CUST_FR_0000966,FR,3,Amazing material,This item exceeded my expectations. Great quality and fast shipping!,2024-08-19,True,27,4,XS,Brown,,3,3,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000085,PROD_000034,CUST_DE_0000519,BE,5,Poor stitching,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-07-19,True,10,57,S,Pink,,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000086,PROD_000271,CUST_DE_0000683,LU,5,Will buy again,This item exceeded my expectations. Great quality and fast shipping!,2024-08-20,False,11,50,,Navy,true_to_size,5,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000087,PROD_000110,CUST_DE_0000059,LU,2,Disappointed with quality,This item exceeded my expectations. Great quality and fast shipping!,2024-07-16,True,26,8,32,,runs_small,3,4,approved,staff_6,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000088,PROD_000183,CUST_DE_0000266,DE,3,Beautiful design,The material feels cheap and the sizing is off. Disappointed.,2024-05-19,True,10,2,42,White,true_to_size,5,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000089,PROD_000193,CUST_DE_0000412,DE,4,Perfect fit,This item exceeded my expectations. Great quality and fast shipping!,2024-08-13,True,7,56,XS,Grey,true_to_size,1,2,approved,staff_6,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000090,PROD_000203,CUST_NL_0001379,BE,3,Comfortable wear,Good value for money. The style is trendy and comfortable to wear.,2024-07-07,True,11,33,XS,Brown,runs_small,3,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000091,PROD_000140,CUST_DE_0000582,NL,3,Good for the price,Beautiful design but arrived with some loose threads. Still keeping it.,2024-08-23,True,6,5,,White,runs_large,,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000092,PROD_000148,CUST_BE_0001669,NL,4,Not as expected,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-02-27,True,49,57,,Blue,,2,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000093,PROD_000017,CUST_DE_0000317,DE,4,Beautiful design,Perfect fit and beautiful color. Highly recommend this product.,2024-01-02,True,22,17,,Brown,runs_small,,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000094,PROD_000234,CUST_FR_0000782,LU,5,Good for the price,The material feels cheap and the sizing is off. Disappointed.,2024-01-30,True,42,2,S,Grey,,1,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000095,PROD_000131,CUST_BE_0001738,NL,4,Will buy again,Beautiful design but arrived with some loose threads. Still keeping it.,2024-07-08,True,23,26,32,Grey,,,4,approved,staff_10,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000096,PROD_000025,CUST_LU_0001982,NL,4,Great quality,Excellent quality and exactly as described. Will definitely order again.,2024-06-23,True,31,25,,Red,,3,,approved,staff_1,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000097,PROD_000029,CUST_BE_0001644,FR,1,Stylish and practical,The material feels cheap and the sizing is off. Disappointed.,2024-01-31,False,34,24,M,,runs_small,,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000098,PROD_000136,CUST_BE_0001800,FR,4,Poor stitching,Excellent quality and exactly as described. Will definitely order again.,2024-08-11,True,46,41,38,Black,runs_small,2,5,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000099,PROD_000224,CUST_NL_0001516,FR,5,Amazing material,Love the sustainable materials used. Great to support eco-friendly fashion.,2024-07-05,False,4,28,,Red,,4,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000100,PROD_000168,CUST_FR_0000761,DE,4,Disappointed with quality,Excellent quality and exactly as described. Will definitely order again.,2024-02-16,False,12,22,32,Brown,runs_small,4,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000101,PROD_000248,CUST_FR_0001143,NL,5,Will buy again,Excellent quality and exactly as described. Will definitely order again.,2024-08-24,False,6,38,36,,,1,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000102,PROD_000158,CUST_DE_0000048,BE,4,Perfect fit,Perfect fit and beautiful color. Highly recommend this product.,2024-05-31,True,24,53,M,,true_to_size,2,2,approved,staff_8,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000103,PROD_000200,CUST_DE_0000559,BE,4,Not as expected,This item exceeded my expectations. Great quality and fast shipping!,2024-06-28,True,2,53,,Brown,true_to_size,4,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000104,PROD_000123,CUST_DE_0000036,BE,4,Not as expected,Runs larger than expected but overall satisfied with the purchase.,2024-08-16,True,23,10,38,Black,,,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000105,PROD_000192,CUST_FR_0000928,LU,2,Beautiful design,Perfect fit and beautiful color. Highly recommend this product.,2024-05-16,True,45,46,L,Brown,true_to_size,1,,pending,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000106,PROD_000127,CUST_FR_0000846,FR,3,Will buy again,Perfect fit and beautiful color. Highly recommend this product.,2024-06-28,True,10,0,XL,Navy,runs_small,2,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000107,PROD_000127,CUST_BE_0001795,NL,5,Poor stitching,The material feels cheap and the sizing is off. Disappointed.,2024-01-30,True,0,26,XS,,,3,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000108,PROD_000214,CUST_DE_0000140,BE,4,Runs small,Runs larger than expected but overall satisfied with the purchase.,2024-07-14,True,25,19,34,Navy,runs_large,,2,approved,staff_4,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000109,PROD_000034,CUST_NL_0001525,LU,4,Comfortable wear,Beautiful design but arrived with some loose threads. Still keeping it.,2024-09-30,True,17,32,42,,,3,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000110,PROD_000207,CUST_NL_0001375,FR,5,Good for the price,Excellent quality and exactly as described. Will definitely order again.,2024-04-09,False,34,31,42,Green,runs_small,3,5,approved,staff_5,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000111,PROD_000195,CUST_DE_0000188,FR,5,Beautiful design,This item exceeded my expectations. Great quality and fast shipping!,2024-02-10,True,12,10,S,,,3,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000112,PROD_000107,CUST_DE_0000376,LU,3,Beautiful design,Beautiful design but arrived with some loose threads. Still keeping it.,2024-08-16,True,44,3,L,Brown,,,1,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000113,PROD_000053,CUST_FR_0000772,DE,4,Love this product!,The material feels cheap and the sizing is off. Disappointed.,2024-03-17,True,20,43,S,,true_to_size,3,4,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000114,PROD_000196,CUST_DE_0000565,FR,3,Highly recommended,The material feels cheap and the sizing is off. Disappointed.,2024-06-19,True,9,20,XL,Red,runs_small,,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000115,PROD_000127,CUST_NL_0001428,LU,3,Not as expected,Perfect fit and beautiful color. Highly recommend this product.,2024-09-23,True,3,40,,White,true_to_size,2,,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000116,PROD_000233,CUST_NL_0001367,NL,5,Beautiful design,Perfect fit and beautiful color. Highly recommend this product.,2024-09-10,True,49,35,36,,runs_small,2,1,approved,staff_4,2025-10-14 12:47:15,2025-10-14 12:47:15
REV_2024_000117,PROD_000132,CUST_FR_0001132,NL,4,Great quality,Excellent quality and exactly as described. Will definitely order again.,2024-05-10,True,2,45,38,,runs_small,2,2,approved,,2025-10-14 12:47:15,2025-10-14 12:47:15
